ring00_R, -0.000593195, 0.000160621, -0.001794246, 1.000000000, 0.000000000, 0.000000000, -0.000000000
ring01_R, 0.000000000, 0.000000000, 0.000000000, 0.806505144, -0.591227174, -0.000000028, -0.000000080
ring02_R, 0.000000000, 0.000000000, 0.000000000, 0.739131033, -0.673561692, 0.000000028, -0.000000100
ring03_R, 0.000000000, 0.000000000, 0.000000000, 0.910579324, -0.413334429, 0.000000037, 0.000000055
pinky00_R, -0.000354763, 0.000069271, -0.001861811, 1.000000000, 0.000000000, 0.000000000, -0.000000000
pinky01_R, 0.000000000, 0.000000000, 0.000000000, 0.765744388, -0.643145084, 0.000000012, -0.000000102
pinky02_R, 0.000000000, 0.000000000, 0.000000000, 0.757186890, -0.653198302, 0.000000111, -0.000000032
pinky03_R, 0.000000000, 0.000000000, 0.000000000, 0.921787560, -0.387695253, 0.000000010, 0.000000048
neck, 0.000000000, 0.000000000, 0.000000000, 0.969191730, -0.110820971, 0.051634211, 0.213822737
head, 0.000000000, 0.000000000, 0.000000000, 0.984809339, 0.009090364, 0.164657161, -0.054369289
